article,candidate,score,publishedAt
chuck todd biden cost election country seems evenly divided politics polarized many cultural issue durable majority doe agree one thing dont like biden presidency despite machination resulted president joe bidens,Donald Trump,0.0,2024-10-16T13:41:30Z
mark hamill unhinged booster join force lincoln project sabotage nyc rally democrat trying cancel least spoil president upcoming campaign event madison square garden new york city evidencing desperation final week election hostility toward americ,Donald Trump,-0.296,2024-10-15T18:35:23Z
u election trail behind early voter battleground state voter planned voting early key battleground state majorly siding new poll ha found major red flag democrat would looking consolidating lead early election espe,Donald Trump,-0.4019,2024-10-15T15:44:17Z
promise allwomen town hall recordsetting job bring energy cost woman revealed feel good economy bidenharris allwomen town hall former president walked economy improve leadership post promise allwomen town hall,Donald Trump,0.5267,2024-10-16T19:52:17Z
slam pelosis sick evil doubling enemy within rhetoric former president doubled attack democrat enemy within namechecked speaker emerita nancy pelosi well husband paul pelosi sick evil escalated rhetoric fox news town hall,Donald Trump,-0.93,2024-10-16T14:21:31Z
elon musk ha given million far put back white house npr elon musk ha given million far put back white housenpr elon musk billionaire invest staggering sum electing plus takeaway thirdquarter filingscnn elon musk donates million pr,Donald Trump,0.34,2024-10-16T22:33:19Z
agrees charlamagne tha god assessment campaign fascism new york post agrees charlamagne tha god assessment campaign fascismnew york post embrace weave head foxcnn opinion point conversation insight momentthe new york time charl,Donald Trump,0.4404,2024-10-16T08:52:44Z
election update campaign address plagiarism claim call father ivf usa today election update campaign address plagiarism claim call father ivfusa today call senator fantastically attractive speaking allfemale audiencecnn call father ivf say,Donald Trump,0.0,2024-10-16T21:32:49Z
esper take comment using military american seriously hill esper take comment using military american seriouslythe hill former defense secretary fear would try utilize military u citizenscnn give campaign needsnational review fa,Donald Trump,-0.1779,2024-10-15T18:33:06Z
jimmy kimmel refutes claim appeared show lot rolling stone jimmy kimmel refutes claim appeared show lotrolling stone jimmy kimmel bash bizarre town hallthe new york time kimmel latest attack go low go really lowthe guardian jimmy kimmel launch,Donald Trump,0.0,2024-10-16T13:32:15Z
economic plan would worsen inflation expert say associated press economic plan would worsen inflation expert saythe associated press chart tariff would shock u world economiesthe washington post beautiful tariff foreshadow big policy experimentbloomberg economist hate,Donald Trump,-0.5106,2024-10-16T11:32:56Z
fact check make least false claim onehour fox town hall woman cnn fact check make least false claim onehour fox town hall womencnn faulkner town hall change gamefox news focus womens issue front allwomen audience fox news town hallnpr opinion abortion,Donald Trump,0.0,2024-10-16T19:33:28Z
